"ContactID"	"LeadID"	"BCID"	"Best Time to Call"	"Memo"	"Date"	"Status"	"Recontact Date"	"Recontact Time"	"Presentation Scheduled"	"Presentation Scheduled Set With"	"Presentation Viewed"	"Presentation Score"	"Expert Date"	"Expert Time"	"Expert Set With"	"Expert Topic"	"Expert Timeframe"	"Expert Time Confirmation"
126481	205046	437			10/22/2009 12:51:45	"FP"					0							0
126482	205048	437			10/22/2009 12:51:45	"FP"					0							0
126483	205057	437			10/22/2009 12:51:45	"FP"					0							0
126484	205060	437			10/22/2009 12:51:45	"FP"					0							0
126485	205061	437			10/22/2009 12:51:45	"FP"					0							0
126486	205063	437			10/22/2009 12:51:45	"FP"					0							0
126487	205066	437			10/22/2009 12:51:45	"FP"					0							0
126488	205068	437			10/22/2009 12:51:45	"FP"					0							0
126489	205069	437			10/22/2009 12:51:45	"FP"					0							0
126490	205071	437			10/22/2009 12:51:45	"FP"					0							0
126491	205073	437			10/22/2009 12:51:45	"FP"					0							0
126492	205075	437			10/22/2009 12:51:45	"FP"					0							0
126493	205076	437			10/22/2009 12:51:45	"FP"					0							0
126494	205078	437			10/22/2009 12:51:45	"FP"					0							0
126495	205081	437			10/22/2009 12:51:45	"FP"					0							0
126496	205083	437			10/22/2009 12:51:45	"FP"					0							0
126497	205084	437			10/22/2009 12:51:45	"FP"					0							0
126498	205085	437			10/22/2009 12:51:45	"FP"					0							0
126499	205086	437			10/22/2009 12:51:45	"FP"					0							0
126500	205087	437			10/22/2009 12:51:45	"FP"					0							0
126501	205089	437			10/22/2009 12:51:45	"FP"					0							0
126502	205090	437			10/22/2009 12:51:45	"FP"					0							0
126503	205091	437			10/22/2009 12:51:45	"FP"					0							0
126504	205092	437			10/22/2009 12:51:45	"FP"					0							0
126505	205094	437			10/22/2009 12:51:45	"FP"					0							0
126506	205095	437			10/22/2009 12:51:45	"FP"					0							0
126507	205096	437			10/22/2009 12:51:45	"FP"					0							0
126508	205098	437			10/22/2009 12:51:45	"FP"					0							0
126509	205100	437			10/22/2009 12:51:45	"FP"					0							0
126510	205101	437			10/22/2009 12:51:45	"FP"					0							0
126511	205102	437			10/22/2009 12:51:45	"FP"					0							0
126512	205103	437			10/22/2009 12:51:45	"FP"					0							0
126513	205104	437			10/22/2009 12:51:45	"FP"					0							0
126514	205108	437			10/22/2009 12:51:45	"FP"					0							0
126515	205109	437			10/22/2009 12:51:45	"FP"					0							0
126516	205110	437			10/22/2009 12:51:45	"FP"					0							0
126517	205112	437			10/22/2009 12:51:45	"FP"					0							0
126518	205113	437			10/22/2009 12:51:45	"FP"					0							0
126519	205114	437			10/22/2009 12:51:45	"FP"					0							0
126520	205115	437			10/22/2009 12:51:45	"FP"					0							0
126521	205116	437			10/22/2009 12:51:45	"FP"					0							0
126522	205117	437			10/22/2009 12:51:45	"FP"					0							0
126523	205119	437			10/22/2009 12:51:45	"FP"					0							0
126524	205123	437			10/22/2009 12:51:45	"FP"					0							0
126525	205125	437			10/22/2009 12:51:45	"FP"					0							0
126526	205126	437			10/22/2009 12:51:45	"FP"					0							0
126527	205127	437			10/22/2009 12:51:45	"FP"					0							0
126528	205128	437			10/22/2009 12:51:45	"FP"					0							0
126529	205134	437			10/22/2009 12:51:45	"FP"					0							0
126530	205139	437			10/22/2009 12:51:45	"FP"					0							0
126531	205140	437			10/22/2009 12:51:45	"FP"					0							0
126532	205141	437			10/22/2009 12:51:45	"FP"					0							0
126533	205142	437			10/22/2009 12:51:45	"FP"					0							0
126534	205143	437			10/22/2009 12:51:45	"FP"					0							0
126535	205144	437			10/22/2009 12:51:45	"FP"					0							0
126536	205145	437			10/22/2009 12:51:45	"FP"					0							0
126537	205146	437			10/22/2009 12:51:45	"FP"					0							0
126538	205148	437			10/22/2009 12:51:45	"FP"					0							0
126539	205149	437			10/22/2009 12:51:45	"FP"					0							0
126540	205150	437			10/22/2009 12:51:45	"FP"					0							0
126541	205151	437			10/22/2009 12:51:45	"FP"					0							0
126542	205152	437			10/22/2009 12:51:45	"FP"					0							0
126543	205153	437			10/22/2009 12:51:45	"FP"					0							0
126544	205154	437			10/22/2009 12:51:45	"FP"					0							0
126545	205155	437			10/22/2009 12:51:45	"FP"					0							0
126546	205156	437			10/22/2009 12:51:45	"FP"					0							0
126547	205157	437			10/22/2009 12:51:45	"FP"					0							0
126548	205158	437			10/22/2009 12:51:45	"FP"					0							0
126549	205159	437			10/22/2009 12:51:45	"FP"					0							0
126550	205161	437			10/22/2009 12:51:45	"FP"					0							0
126551	205162	437			10/22/2009 12:51:45	"FP"					0							0
126552	205164	437			10/22/2009 12:51:45	"FP"					0							0
126553	205166	437			10/22/2009 12:51:45	"FP"					0							0
126554	205167	437			10/22/2009 12:51:45	"FP"					0							0
126555	205169	437			10/22/2009 12:51:45	"FP"					0							0
126556	205170	437			10/22/2009 12:51:45	"FP"					0							0
126557	205171	437			10/22/2009 12:51:45	"FP"					0							0
126558	205172	437			10/22/2009 12:51:45	"FP"					0							0
126559	205173	437			10/22/2009 12:51:45	"FP"					0							0
126560	205174	437			10/22/2009 12:51:45	"FP"					0							0
126561	205175	437			10/22/2009 12:51:45	"FP"					0							0
126562	205176	437			10/22/2009 12:51:45	"FP"					0							0
126563	205177	437			10/22/2009 12:51:45	"FP"					0							0
126564	205178	437			10/22/2009 12:51:45	"FP"					0							0
126565	205180	437			10/22/2009 12:51:45	"FP"					0							0
126566	205181	437			10/22/2009 12:51:45	"FP"					0							0
126567	205183	437			10/22/2009 12:51:45	"FP"					0							0
126568	205186	437			10/22/2009 12:51:45	"FP"					0							0
126569	205191	437			10/22/2009 12:51:45	"FP"					0							0
126570	205192	437			10/22/2009 12:51:45	"FP"					0							0
126571	205193	437			10/22/2009 12:51:45	"FP"					0							0
126572	205194	437			10/22/2009 12:51:45	"FP"					0							0
126573	205195	437			10/22/2009 12:51:45	"FP"					0							0
126574	205196	437			10/22/2009 12:51:45	"FP"					0							0
126575	205197	437			10/22/2009 12:51:45	"FP"					0							0
126576	205198	437			10/22/2009 12:51:45	"FP"					0							0
126577	205199	437			10/22/2009 12:51:45	"FP"					0							0
126578	205202	437			10/22/2009 12:51:45	"FP"					0							0
126579	205204	437			10/22/2009 12:51:45	"FP"					0							0
126580	205205	437			10/22/2009 12:51:45	"FP"					0							0
126581	205207	437			10/22/2009 12:51:45	"FP"					0							0
126582	205208	437			10/22/2009 12:51:45	"FP"					0							0
126583	205211	437			10/22/2009 12:51:45	"FP"					0							0
126584	205214	437			10/22/2009 12:51:45	"FP"					0							0
126585	205215	437			10/22/2009 12:51:45	"FP"					0							0
126586	205216	437			10/22/2009 12:51:45	"FP"					0							0
126587	205217	437			10/22/2009 12:51:45	"FP"					0							0
126588	205218	437			10/22/2009 12:51:45	"FP"					0							0
126589	205219	437			10/22/2009 12:51:45	"FP"					0							0
126590	205220	437			10/22/2009 12:51:45	"FP"					0							0
126591	205221	437			10/22/2009 12:51:45	"FP"					0							0
126592	205222	437			10/22/2009 12:51:45	"FP"					0							0
126593	205224	437			10/22/2009 12:51:45	"FP"					0							0
126594	205225	437			10/22/2009 12:51:45	"FP"					0							0
126595	205226	437			10/22/2009 12:51:45	"FP"					0							0
126596	205227	437			10/22/2009 12:51:45	"FP"					0							0
126597	205228	437			10/22/2009 12:51:45	"FP"					0							0
126598	205230	437			10/22/2009 12:51:45	"FP"					0							0
126599	205231	437			10/22/2009 12:51:45	"FP"					0							0
126600	205235	437			10/22/2009 12:51:45	"FP"					0							0
126601	205236	437			10/22/2009 12:51:45	"FP"					0							0
126602	205237	437			10/22/2009 12:51:45	"FP"					0							0
126603	205238	437			10/22/2009 12:51:45	"FP"					0							0
126604	205239	437			10/22/2009 12:51:45	"FP"					0							0
126605	205240	437			10/22/2009 12:51:45	"FP"					0							0
126606	205241	437			10/22/2009 12:51:45	"FP"					0							0
126607	205242	437			10/22/2009 12:51:45	"FP"					0							0
126608	205243	437			10/22/2009 12:51:45	"FP"					0							0
126609	205247	437			10/22/2009 12:51:45	"FP"					0							0
126610	205248	437			10/22/2009 12:51:45	"FP"					0							0
126611	205252	437			10/22/2009 12:51:45	"FP"					0							0
126612	205255	437			10/22/2009 12:51:45	"FP"					0							0
126613	205256	437			10/22/2009 12:51:45	"FP"					0							0
126614	205257	437			10/22/2009 12:51:45	"FP"					0							0
126615	205258	437			10/22/2009 12:51:45	"FP"					0							0
126616	205259	437			10/22/2009 12:51:45	"FP"					0							0
126617	205260	437			10/22/2009 12:51:45	"FP"					0							0
126618	205261	437			10/22/2009 12:51:45	"FP"					0							0
126619	205262	437			10/22/2009 12:51:45	"FP"					0							0
126620	205264	437			10/22/2009 12:51:45	"FP"					0							0
126621	205266	437			10/22/2009 12:51:45	"FP"					0							0
126622	205267	437			10/22/2009 12:51:45	"FP"					0							0
126623	205268	437			10/22/2009 12:51:45	"FP"					0							0
126624	205269	437			10/22/2009 12:51:45	"FP"					0							0
126625	205271	437			10/22/2009 12:51:45	"FP"					0							0
126626	205272	437			10/22/2009 12:51:45	"FP"					0							0
126627	205274	437			10/22/2009 12:51:45	"FP"					0							0
126628	205275	437			10/22/2009 12:51:45	"FP"					0							0
126629	205276	437			10/22/2009 12:51:45	"FP"					0							0
126630	205278	437			10/22/2009 12:51:45	"FP"					0							0
126631	301850	437			10/22/2009 12:55:56	"FP"					0							0
126632	301851	437			10/22/2009 12:55:56	"FP"					0							0
126633	301852	437			10/22/2009 12:55:56	"FP"					0							0
126634	301956	437			10/22/2009 12:55:56	"FP"					0							0
126635	301981	437			10/22/2009 12:55:56	"FP"					0							0
126636	301989	437			10/22/2009 12:55:56	"FP"					0							0
126637	301990	437			10/22/2009 12:55:56	"FP"					0							0
126638	301995	437			10/22/2009 12:55:56	"FP"					0							0
126639	302007	437			10/22/2009 12:55:56	"FP"					0							0
126640	302008	437			10/22/2009 12:55:56	"FP"					0							0
126641	302009	437			10/22/2009 12:55:56	"FP"					0							0
126642	302035	437			10/22/2009 12:55:56	"FP"					0							0
126643	302045	437			10/22/2009 12:55:56	"FP"					0							0
126644	302059	437			10/22/2009 12:55:56	"FP"					0							0
126645	302064	437			10/22/2009 12:55:56	"FP"					0							0
126646	302089	437			10/22/2009 12:55:56	"FP"					0							0
126647	302090	437			10/22/2009 12:55:56	"FP"					0							0
126648	302091	437			10/22/2009 12:55:56	"FP"					0							0
126649	302092	437			10/22/2009 12:55:56	"FP"					0							0
126650	302093	437			10/22/2009 12:55:56	"FP"					0							0
126651	302094	437			10/22/2009 12:55:56	"FP"					0							0
126652	302095	437			10/22/2009 12:55:56	"FP"					0							0
126653	302096	437			10/22/2009 12:55:56	"FP"					0							0
126654	302152	437			10/22/2009 12:55:56	"FP"					0							0
126655	302153	437			10/22/2009 12:55:56	"FP"					0							0
126656	302154	437			10/22/2009 12:55:56	"FP"					0							0
126657	302184	437			10/22/2009 12:55:56	"FP"					0							0
126658	302193	437			10/22/2009 12:55:56	"FP"					0							0
126659	302207	437			10/22/2009 12:55:56	"FP"					0							0
126660	302208	437			10/22/2009 12:55:56	"FP"					0							0
126661	302209	437			10/22/2009 12:55:56	"FP"					0							0
126662	302210	437			10/22/2009 12:55:56	"FP"					0							0
126663	302211	437			10/22/2009 12:55:56	"FP"					0							0
126664	302212	437			10/22/2009 12:55:56	"FP"					0							0
126665	302213	437			10/22/2009 12:55:56	"FP"					0							0
126666	302214	437			10/22/2009 12:55:56	"FP"					0							0
126667	302215	437			10/22/2009 12:55:56	"FP"					0							0
126668	302216	437			10/22/2009 12:55:56	"FP"					0							0
126669	302217	437			10/22/2009 12:55:56	"FP"					0							0
126670	302218	437			10/22/2009 12:55:56	"FP"					0							0
126671	302219	437			10/22/2009 12:55:56	"FP"					0							0
126672	302220	437			10/22/2009 12:55:56	"FP"					0							0
126673	302221	437			10/22/2009 12:55:56	"FP"					0							0
126674	302222	437			10/22/2009 12:55:56	"FP"					0							0
126675	302223	437			10/22/2009 12:55:56	"FP"					0							0
126676	302224	437			10/22/2009 12:55:56	"FP"					0							0
126677	302225	437			10/22/2009 12:55:56	"FP"					0							0
126678	302226	437			10/22/2009 12:55:56	"FP"					0							0
126679	302227	437			10/22/2009 12:55:56	"FP"					0							0
126680	302228	437			10/22/2009 12:55:56	"FP"					0							0
126681	302229	437			10/22/2009 12:55:56	"FP"					0							0
126682	302230	437			10/22/2009 12:55:56	"FP"					0							0
126683	302231	437			10/22/2009 12:55:56	"FP"					0							0
126684	302232	437			10/22/2009 12:55:56	"FP"					0							0
126685	302379	437			10/22/2009 12:55:56	"FP"					0							0
126686	302380	437			10/22/2009 12:55:56	"FP"					0							0
126687	302381	437			10/22/2009 12:55:56	"FP"					0							0
126688	302382	437			10/22/2009 12:55:56	"FP"					0							0
126689	302383	437			10/22/2009 12:55:56	"FP"					0							0
126690	302384	437			10/22/2009 12:55:56	"FP"					0							0
126691	302385	437			10/22/2009 12:55:56	"FP"					0							0
126692	302386	437			10/22/2009 12:55:56	"FP"					0							0
126693	302387	437			10/22/2009 12:55:56	"FP"					0							0
126694	302388	437			10/22/2009 12:55:56	"FP"					0							0
126695	302476	437			10/22/2009 12:55:56	"FP"					0							0
126696	302547	437			10/22/2009 12:55:56	"FP"					0							0
126697	302565	437			10/22/2009 12:55:56	"FP"					0							0
126698	302569	437			10/22/2009 12:55:56	"FP"					0							0
126699	302586	437			10/22/2009 12:55:56	"FP"					0							0
126700	302587	437			10/22/2009 12:55:56	"FP"					0							0
126701	302588	437			10/22/2009 12:55:56	"FP"					0							0
126702	302686	437			10/22/2009 12:55:56	"FP"					0							0
126703	302710	437			10/22/2009 12:55:56	"FP"					0							0
126704	302723	437			10/22/2009 12:55:56	"FP"					0							0
126705	302763	437			10/22/2009 12:55:56	"FP"					0							0
126706	302764	437			10/22/2009 12:55:56	"FP"					0							0
126707	302827	437			10/22/2009 12:55:56	"FP"					0							0
126708	302828	437			10/22/2009 12:55:56	"FP"					0							0
126709	302829	437			10/22/2009 12:55:56	"FP"					0							0
126710	302830	437			10/22/2009 12:55:56	"FP"					0							0
126711	302921	437			10/22/2009 12:55:56	"FP"					0							0
126712	302934	437			10/22/2009 12:55:56	"FP"					0							0
126713	302935	437			10/22/2009 12:55:56	"FP"					0							0
126714	302987	437			10/22/2009 12:55:56	"FP"					0							0
126715	302988	437			10/22/2009 12:55:56	"FP"					0							0
126716	303023	437			10/22/2009 12:55:56	"FP"					0							0
126717	303037	437			10/22/2009 12:55:56	"FP"					0							0
126718	303044	437			10/22/2009 12:55:56	"FP"					0							0
126719	303095	437			10/22/2009 12:55:56	"FP"					0							0
126720	303096	437			10/22/2009 12:55:56	"FP"					0							0
126721	303097	437			10/22/2009 12:55:56	"FP"					0							0
126722	303098	437			10/22/2009 12:55:56	"FP"					0							0
126723	303099	437			10/22/2009 12:55:56	"FP"					0							0
126724	303100	437			10/22/2009 12:55:56	"FP"					0							0
126725	303101	437			10/22/2009 12:55:56	"FP"					0							0
126726	303102	437			10/22/2009 12:55:56	"FP"					0							0
126727	303103	437			10/22/2009 12:55:56	"FP"					0							0
126728	303104	437			10/22/2009 12:55:56	"FP"					0							0
126729	303105	437			10/22/2009 12:55:56	"FP"					0							0
126730	303106	437			10/22/2009 12:55:56	"FP"					0							0
126731	303107	437			10/22/2009 12:55:56	"FP"					0							0
126732	303108	437			10/22/2009 12:55:56	"FP"					0							0
126733	303109	437			10/22/2009 12:55:56	"FP"					0							0
126734	303110	437			10/22/2009 12:55:56	"FP"					0							0
126735	303111	437			10/22/2009 12:55:56	"FP"					0							0
126736	303186	437			10/22/2009 12:55:56	"FP"					0							0
126737	303246	437			10/22/2009 12:55:56	"FP"					0							0
126738	303247	437			10/22/2009 12:55:56	"FP"					0							0
126739	303248	437			10/22/2009 12:55:56	"FP"					0							0
126740	303249	437			10/22/2009 12:55:56	"FP"					0							0
126741	303250	437			10/22/2009 12:55:56	"FP"					0							0
126742	303315	437			10/22/2009 12:55:56	"FP"					0							0
126743	303316	437			10/22/2009 12:55:56	"FP"					0							0
126744	303338	437			10/22/2009 12:55:56	"FP"					0							0
126745	303339	437			10/22/2009 12:55:56	"FP"					0							0
126746	303340	437			10/22/2009 12:55:56	"FP"					0							0
126747	303341	437			10/22/2009 12:55:56	"FP"					0							0
126748	303391	437			10/22/2009 12:55:56	"FP"					0							0
126749	303411	437			10/22/2009 12:55:56	"FP"					0							0
126750	303412	437			10/22/2009 12:55:56	"FP"					0							0
126751	303427	437			10/22/2009 12:55:56	"FP"					0							0
126752	303434	437			10/22/2009 12:55:56	"FP"					0							0
126753	303455	437			10/22/2009 12:55:56	"FP"					0							0
126754	303456	437			10/22/2009 12:55:56	"FP"					0							0
126755	303481	437			10/22/2009 12:55:56	"FP"					0							0
126756	303483	437			10/22/2009 12:55:56	"FP"					0							0
126757	303486	437			10/22/2009 12:55:56	"FP"					0							0
126758	303503	437			10/22/2009 12:55:56	"FP"					0							0
126759	303504	437			10/22/2009 12:55:56	"FP"					0							0
126760	303535	437			10/22/2009 12:55:56	"FP"					0							0
126761	303536	437			10/22/2009 12:55:56	"FP"					0							0
126762	303553	437			10/22/2009 12:55:56	"FP"					0							0
126763	303558	437			10/22/2009 12:55:56	"FP"					0							0
126764	303571	437			10/22/2009 12:55:56	"FP"					0							0
126765	303576	437			10/22/2009 12:55:56	"FP"					0							0
126766	303596	437			10/22/2009 12:55:56	"FP"					0							0
126767	303618	437			10/22/2009 12:55:56	"FP"					0							0
126768	303628	437			10/22/2009 12:55:56	"FP"					0							0
126769	303635	437			10/22/2009 12:55:56	"FP"					0							0
126770	303636	437			10/22/2009 12:55:56	"FP"					0							0
126771	303637	437			10/22/2009 12:55:56	"FP"					0							0
126772	303638	437			10/22/2009 12:55:56	"FP"					0							0
126773	303639	437			10/22/2009 12:55:56	"FP"					0							0
126774	303723	437			10/22/2009 12:55:56	"FP"					0							0
126775	303785	437			10/22/2009 12:55:56	"FP"					0							0
126776	303786	437			10/22/2009 12:55:56	"FP"					0							0
126777	303844	437			10/22/2009 12:55:56	"FP"					0							0
126778	303852	437			10/22/2009 12:55:56	"FP"					0							0
126779	303871	437			10/22/2009 12:55:56	"FP"					0							0
126780	303872	437			10/22/2009 12:55:56	"FP"					0							0
126781	303873	437			10/22/2009 12:55:56	"FP"					0							0
126782	303874	437			10/22/2009 12:55:56	"FP"					0							0
126783	303910	437			10/22/2009 12:55:56	"FP"					0							0
126784	303911	437			10/22/2009 12:55:56	"FP"					0							0
126785	303954	437			10/22/2009 12:55:56	"FP"					0							0
126786	304005	437			10/22/2009 12:55:56	"FP"					0							0
126787	304014	437			10/22/2009 12:55:56	"FP"					0							0
126788	304015	437			10/22/2009 12:55:56	"FP"					0							0
126789	304047	437			10/22/2009 12:55:56	"FP"					0							0
126790	304048	437			10/22/2009 12:55:56	"FP"					0							0
126791	304049	437			10/22/2009 12:55:56	"FP"					0							0
126792	304050	437			10/22/2009 12:55:56	"FP"					0							0
126793	304051	437			10/22/2009 12:55:56	"FP"					0							0
126794	304052	437			10/22/2009 12:55:56	"FP"					0							0
126795	304053	437			10/22/2009 12:55:56	"FP"					0							0
126796	304089	437			10/22/2009 12:55:56	"FP"					0							0
126797	304090	437			10/22/2009 12:55:56	"FP"					0							0
126798	304091	437			10/22/2009 12:55:56	"FP"					0							0
126799	304092	437			10/22/2009 12:55:56	"FP"					0							0
126800	304093	437			10/22/2009 12:55:56	"FP"					0							0
126801	304094	437			10/22/2009 12:55:56	"FP"					0							0
126802	304095	437			10/22/2009 12:55:56	"FP"					0							0
126803	304096	437			10/22/2009 12:55:56	"FP"					0							0
126804	304097	437			10/22/2009 12:55:56	"FP"					0							0
126805	304098	437			10/22/2009 12:55:56	"FP"					0							0
126806	304099	437			10/22/2009 12:55:56	"FP"					0							0
